Date,Model,Revenue,Quantity Sold,Region,Country,Channel,Engine Type,Cost,Payment Method,Gross Revenue,Total Cost,Net Profit,Percentage of Net Profit
2019-03-08 00:00:00,BMW 7 Series,68913,3,Asia,Japan,Dealership,Gasoline,49021.98364,Cash,206739,147065.9509,59673.04908,86.59186087
2019-03-09 00:00:00,BMW M3,104861,1,Asia,Thailand,Wholesale,Gasoline,49021.98364,Bank Transfer,104861,49021.98364,55839.01636,53.25050911
2019-03-09 00:00:00,BMW iX,74133,5,Africa,Nigeria,Wholesale,Gasoline,49021.98364,Bank Transfer,370665,245109.9182,125555.0818,169.3646309
2019-03-10 00:00:00,BMW i8,101484,4,Africa,Egypt,Dealership,Gasoline,37000,Cash,405936,148000,257936,254.1642032
2019-03-10 00:00:00,BMW 6 Series,89481,4,South America,Chile,Wholesale,Hybrid,49021.98364,Bank Transfer,357924,196087.9346,161836.0654,180.8608145
2019-03-10 00:00:00,BMW 4 Series,44227,2,Africa,Egypt,Wholesale,Gasoline,60000,Bank Transfer,88454,120000,-31546,-71.32746965
2019-03-11 00:00:00,BMW X3,105969,1,North America,Mexico,Dealership,Hybrid,49021.98364,Cash,105969,49021.98364,56947.01636,53.73931655
2019-03-11 00:00:00,BMW X2,96042,2,North America,Mexico,Dealership,Gasoline,35000,Cash,192084,70000,122084,127.1152204
2019-03-12 00:00:00,BMW 1 Series,65271,4,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,261084,196087.9346,64996.06544,99.57877992
2019-03-12 00:00:00,BMW 1 Series,112594,2,Asia,South Korea,Wholesale,Gasoline,49021.98364,Bank Transfer,225188,98043.96728,127144.0327,112.9225649
2019-03-12 00:00:00,BMW M5,105653,1,South America,Argentina,Wholesale,Gasoline,49021.98364,Bank Transfer,105653,49021.98364,56631.01636,53.60095441
2019-03-12 00:00:00,BMW X3,55775,1,North America,Mexico,Wholesale,Hybrid,49021.98364,Bank Transfer,55775,49021.98364,6753.01636,12.10760441
2019-03-13 00:00:00,BMW Z4,45014,1,South America,Peru,Dealership,Gasoline,42000,Cash,45014,42000,3014,6.695694673
2019-03-13 00:00:00,BMW 4 Series,69314,4,Europe,Italy,Wholesale,Gasoline,70000,Bank Transfer,277256,280000,-2744,-3.958796203
2019-03-14 00:00:00,BMW i4,63336,1,Asia,China,Wholesale,Gasoline,49021.98364,Bank Transfer,63336,49021.98364,14314.01636,22.60012688
2019-03-14 00:00:00,BMW X5,90690,3,South America,Peru,Wholesale,Diesel,49021.98364,Bank Transfer,272070,147065.9509,125004.0491,137.8366403
2019-03-14 00:00:00,BMW 5 Series,56627,3,Europe,Germany,Wholesale,Gasoline,49021.98364,Bank Transfer,169881,147065.9509,22815.04908,40.29005436
2019-03-15 00:00:00,BMW 6 Series,37587,1,Africa,Kenya,Wholesale,Hybrid,55000,Bank Transfer,37587,55000,-17413,-46.32718759
2019-03-15 00:00:00,BMW M8,73023,3,South America,Colombia,Wholesale,Gasoline,40000,Bank Transfer,219069,120000,99069,135.6682141
2019-03-15 00:00:00,BMW 7 Series,64229,1,South America,Brazil,Wholesale,Gasoline,49021.98364,Bank Transfer,64229,49021.98364,15207.01636,23.67624649
2019-03-15 00:00:00,BMW M8,32870,4,Asia,Thailand,Wholesale,Gasoline,35000,Bank Transfer,131480,140000,-8520,-25.92029206
2019-03-15 00:00:00,BMW X4,77457,3,North America,Canada,Wholesale,Gasoline,35000,Bank Transfer,232371,105000,127371,164.4409156
2019-03-16 00:00:00,BMW 1 Series,65500,4,South America,Peru,Wholesale,Gasoline,45000,Bank Transfer,262000,180000,82000,125.1908397
2019-03-16 00:00:00,BMW X1,119547,3,Europe,United Kingdom,Dealership,Gasoline,49021.98364,Cash,358641,147065.9509,211575.0491,176.9806428
2019-03-16 00:00:00,BMW 5 Series,93503,5,South America,Brazil,Dealership,Gasoline,41628,Cash,467515,208140,259375,277.3975167
2019-03-17 00:00:00,BMW M4,92237,5,South America,Colombia,Wholesale,Gasoline,55000,Bank Transfer,461185,275000,186185,201.855004
2019-03-18 00:00:00,BMW 5 Series,117694,4,Africa,Egypt,Wholesale,Gasoline,49021.98364,Bank Transfer,470776,196087.9346,274688.0654,233.3917323
2019-03-18 00:00:00,BMW i4,102378,3,Africa,Nigeria,Dealership,Gasoline,49021.98364,Cash,307134,147065.9509,160068.0491,156.350045
2019-03-18 00:00:00,BMW X2,41423,5,Europe,Spain,Dealership,Gasoline,37000,Cash,207115,185000,22115,53.38821428
2019-03-19 00:00:00,BMW iX,49039,1,Asia,China,Wholesale,Gasoline,42000,Bank Transfer,49039,42000,7039,14.3538816
2019-03-19 00:00:00,BMW i8,64511,2,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,129022,98043.96728,30978.03272,48.01976829
2019-03-20 00:00:00,BMW X6,109798,5,North America,United States,Wholesale,Gasoline,58000,Bank Transfer,548990,290000,258990,235.8786135
2019-03-20 00:00:00,BMW X6,53583,5,Africa,South Africa,Dealership,Gasoline,60000,Cash,267915,300000,-32085,-59.87906612
2019-03-20 00:00:00,BMW X4,52765,1,South America,Brazil,Wholesale,Gasoline,49021.98364,Bank Transfer,52765,49021.98364,3743.01636,7.093748432
2019-03-20 00:00:00,BMW Z4,106730,5,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,533650,245109.9182,288540.0818,270.3458089
2019-03-20 00:00:00,BMW X3,94546,5,North America,United States,Wholesale,Hybrid,45000,Bank Transfer,472730,225000,247730,262.0206037
2019-03-20 00:00:00,BMW 7 Series,69530,5,Europe,Spain,Wholesale,Gasoline,42000,Bank Transfer,347650,210000,137650,197.9720984
2019-03-20 00:00:00,BMW X3,58111,3,North America,United States,Wholesale,Hybrid,49021.98364,Bank Transfer,174333,147065.9509,27267.04908,46.92235391
2019-03-20 00:00:00,BMW iX3,31076,5,South America,Chile,Wholesale,Gasoline,49021.98364,Bank Transfer,155380,245109.9182,-89729.9182,-288.7434618
2019-03-21 00:00:00,BMW 2 Series,106752,2,North America,Mexico,Dealership,Gasoline,42000,Cash,213504,84000,129504,121.3129496
2019-03-22 00:00:00,BMW M3,44567,3,Europe,Spain,Wholesale,Gasoline,50000,Bank Transfer,133701,150000,-16299,-36.57190298
2019-03-23 00:00:00,BMW 6 Series,70289,3,South America,Argentina,Wholesale,Hybrid,35000,Bank Transfer,210867,105000,105867,150.6167395
2019-03-23 00:00:00,BMW 3 Series,63299,4,North America,Mexico,Dealership,Gasoline,49021.98364,Cash,253196,196087.9346,57108.06544,90.21953813
2019-03-23 00:00:00,BMW 2 Series,54463,5,Europe,France,Wholesale,Gasoline,58000,Bank Transfer,272315,290000,-17685,-32.47158621
2019-03-23 00:00:00,BMW X2,107195,2,Europe,Germany,Wholesale,Gasoline,49021.98364,Bank Transfer,214390,98043.96728,116346.0327,108.5368093
2019-03-24 00:00:00,BMW X2,80978,2,North America,Canada,Wholesale,Gasoline,50000,Bank Transfer,161956,100000,61956,76.50966929
2019-03-25 00:00:00,BMW i3,61852,4,South America,Colombia,Wholesale,Electric,37000,Bank Transfer,247408,148000,99408,160.719136
2019-03-25 00:00:00,BMW X4,76779,2,Asia,India,Dealership,Gasoline,49021.98364,Cash,153558,98043.96728,55514.03272,72.3036673
2019-03-26 00:00:00,BMW X7,58333,3,North America,Mexico,Wholesale,Gasoline,49021.98364,Bank Transfer,174999,147065.9509,27933.04908,47.88550063
2019-03-26 00:00:00,BMW iX,41629,1,Asia,India,Dealership,Gasoline,49021.98364,Cash,41629,49021.98364,-7392.98364,-17.75921507
2019-03-26 00:00:00,BMW 6 Series,68648,3,Europe,Germany,Wholesale,Hybrid,49021.98364,Bank Transfer,205944,147065.9509,58878.04908,85.76804726
2019-03-26 00:00:00,BMW 1 Series,102681,1,Europe,Spain,Wholesale,Gasoline,40000,Bank Transfer,102681,40000,62681,61.04439965
2019-03-26 00:00:00,BMW i4,62919,2,Europe,Spain,Wholesale,Gasoline,49021.98364,Bank Transfer,125838,98043.96728,27794.03272,44.17430779
2019-03-26 00:00:00,BMW X1,84289,5,South America,Chile,Wholesale,Gasoline,49021.98364,Bank Transfer,421445,245109.9182,176335.0818,209.2029586
2019-03-27 00:00:00,BMW X3,85441,1,Asia,Thailand,Wholesale,Hybrid,49021.98364,Bank Transfer,85441,49021.98364,36419.01636,42.62475435
2019-03-27 00:00:00,BMW M8,119294,3,South America,Chile,Wholesale,Gasoline,49021.98364,Bank Transfer,357882,147065.9509,210816.0491,176.719742
2019-03-27 00:00:00,BMW X5,76809,3,Asia,South Korea,Wholesale,Diesel,49021.98364,Bank Transfer,230427,147065.9509,83361.04908,108.5303143
2019-03-27 00:00:00,BMW M4,106031,3,Africa,Egypt,Wholesale,Gasoline,60000,Bank Transfer,318093,180000,138093,130.2383265
2019-03-27 00:00:00,BMW i4,68875,3,Asia,China,Wholesale,Gasoline,49021.98364,Bank Transfer,206625,147065.9509,59559.04908,86.47411845
2019-03-28 00:00:00,BMW 5 Series,42069,4,Africa,Nigeria,Dealership,Gasoline,49021.98364,Cash,168276,196087.9346,-27811.93456,-66.11028206
2019-03-28 00:00:00,BMW i3,93726,2,Asia,Japan,Dealership,Electric,49021.98364,Cash,187452,98043.96728,89408.03272,95.39298884
2019-03-28 00:00:00,BMW X3,114682,5,Europe,Spain,Wholesale,Hybrid,42000,Bank Transfer,573410,210000,363410,316.8849514
2019-03-28 00:00:00,BMW i8,49887,4,Europe,United Kingdom,Dealership,Gasoline,49021.98364,Cash,199548,196087.9346,3460.06544,6.935805801
2019-03-29 00:00:00,BMW 8 Series,30605,2,North America,United States,Wholesale,Gasoline,55000,Bank Transfer,61210,110000,-48790,-159.4183957
2019-03-29 00:00:00,BMW X3,107952,1,Asia,South Korea,Wholesale,Hybrid,37000,Bank Transfer,107952,37000,70952,65.72550763
2019-03-30 00:00:00,BMW M8,84697,4,South America,Chile,Wholesale,Gasoline,49021.98364,Bank Transfer,338788,196087.9346,142700.0654,168.4830224
2019-03-30 00:00:00,BMW M2,83649,4,South America,Peru,Wholesale,Gasoline,49021.98364,Bank Transfer,334596,196087.9346,138508.0654,165.5824522
2019-03-31 00:00:00,BMW X2,114559,4,Africa,Morocco,Dealership,Gasoline,70000,Cash,458236,280000,178236,155.5844587
2019-03-31 00:00:00,BMW X6,73426,4,Asia,Japan,Wholesale,Gasoline,60000,Bank Transfer,293704,240000,53704,73.14030452
2019-03-31 00:00:00,BMW X2,71682,1,Africa,Kenya,Wholesale,Gasoline,45000,Bank Transfer,71682,45000,26682,37.22273374
2019-04-01 00:00:00,BMW X5,73388,3,Asia,Japan,Dealership,Diesel,49021.98364,Cash,220164,147065.9509,73098.04908,99.60490691
2019-04-01 00:00:00,BMW X7,80142,4,Africa,Nigeria,Dealership,Gasoline,49021.98364,Cash,320568,196087.9346,124480.0654,155.324381
2019-04-01 00:00:00,BMW i8,90049,2,South America,Argentina,Wholesale,Gasoline,49021.98364,Bank Transfer,180098,98043.96728,82054.03272,91.12153685
2019-04-02 00:00:00,BMW M2,100540,3,South America,Chile,Wholesale,Gasoline,70000,Bank Transfer,301620,210000,91620,91.12790929
2019-04-02 00:00:00,BMW X1,90361,1,Asia,Japan,Wholesale,Gasoline,49021.98364,Bank Transfer,90361,49021.98364,41339.01636,45.74873713
2019-04-03 00:00:00,BMW 1 Series,64519,5,Europe,Spain,Dealership,Gasoline,38359,Cash,322595,191795,130800,202.7309785
2019-04-03 00:00:00,BMW i8,118992,1,Africa,Nigeria,Wholesale,Gasoline,49021.98364,Bank Transfer,118992,49021.98364,69970.01636,58.80228617
2019-04-05 00:00:00,BMW M5,88353,5,South America,Chile,Wholesale,Gasoline,55000,Bank Transfer,441765,275000,166765,188.7485428
2019-04-05 00:00:00,BMW i4,69648,2,Asia,India,Wholesale,Gasoline,40000,Bank Transfer,139296,80000,59296,85.13668734
2019-04-05 00:00:00,BMW 3 Series,33573,5,South America,Colombia,Wholesale,Gasoline,49021.98364,Bank Transfer,167865,245109.9182,-77244.9182,-230.080476
2019-04-05 00:00:00,BMW 4 Series,106859,4,Africa,Nigeria,Wholesale,Gasoline,37000,Bank Transfer,427436,148000,279436,261.4997333
2019-04-05 00:00:00,BMW i4,91599,3,South America,Chile,Wholesale,Gasoline,49021.98364,Bank Transfer,274797,147065.9509,127731.0491,139.4458991
2019-04-05 00:00:00,BMW 8 Series,103965,3,South America,Argentina,Wholesale,Gasoline,58000,Bank Transfer,311895,174000,137895,132.6359833
2019-04-06 00:00:00,BMW 4 Series,110373,4,Asia,China,Wholesale,Gasoline,49021.98364,Bank Transfer,441492,196087.9346,245404.0654,222.340668
2019-04-06 00:00:00,BMW 5 Series,65377,3,South America,Peru,Wholesale,Gasoline,49021.98364,Bank Transfer,196131,147065.9509,49065.04908,75.04940435
2019-04-07 00:00:00,BMW iX3,116923,1,Europe,Spain,Wholesale,Gasoline,42000,Bank Transfer,116923,42000,74923,64.07892374
2019-04-07 00:00:00,BMW M4,114728,4,Asia,Japan,Wholesale,Gasoline,49021.98364,Bank Transfer,458912,196087.9346,262824.0654,229.0845002
2019-04-07 00:00:00,BMW 8 Series,72986,4,Europe,Spain,Wholesale,Gasoline,55000,Bank Transfer,291944,220000,71944,98.57232894
2019-04-07 00:00:00,BMW X4,53810,3,Europe,Spain,Wholesale,Gasoline,49021.98364,Bank Transfer,161430,147065.9509,14364.04908,26.69401427
2019-04-07 00:00:00,BMW i8,69768,5,Asia,China,Dealership,Gasoline,49021.98364,Cash,348840,245109.9182,103730.0818,148.6785945
2019-04-08 00:00:00,BMW X3,60100,2,Asia,Thailand,Wholesale,Hybrid,60000,Bank Transfer,120200,120000,200,0.332778702
2019-04-08 00:00:00,BMW i8,112871,5,Africa,Morocco,Wholesale,Gasoline,50000,Bank Transfer,564355,250000,314355,278.5082085
2019-04-08 00:00:00,BMW 6 Series,91264,1,South America,Chile,Wholesale,Hybrid,49021.98364,Bank Transfer,91264,49021.98364,42242.01636,46.28551933
2019-04-09 00:00:00,BMW X1,67269,4,North America,United States,Wholesale,Gasoline,37000,Bank Transfer,269076,148000,121076,179.9878101
2019-04-09 00:00:00,BMW 4 Series,79781,4,Asia,Japan,Dealership,Gasoline,58000,Cash,319124,232000,87124,109.2039458
2019-04-09 00:00:00,BMW X6,89113,1,North America,United States,Wholesale,Gasoline,37000,Bank Transfer,89113,37000,52113,58.4796831
2019-04-09 00:00:00,BMW 7 Series,79190,2,South America,Argentina,Dealership,Gasoline,49021.98364,Cash,158380,98043.96728,60336.03272,76.19147963
2019-04-09 00:00:00,BMW M4,33646,4,North America,United States,Wholesale,Gasoline,58000,Bank Transfer,134584,232000,-97416,-289.5321881
2019-04-10 00:00:00,BMW i3,88413,5,North America,Canada,Dealership,Electric,49021.98364,Cash,442065,245109.9182,196955.0818,222.7671064
2019-04-10 00:00:00,BMW X7,84626,1,Africa,Morocco,Wholesale,Gasoline,49021.98364,Bank Transfer,84626,49021.98364,35604.01636,42.07219573
2019-04-10 00:00:00,BMW Z4,103750,4,North America,Canada,Dealership,Gasoline,49021.98364,Cash,415000,196087.9346,218912.0654,210.9995811
2019-04-12 00:00:00,BMW iX,48001,5,North America,Canada,Wholesale,Gasoline,42000,Bank Transfer,240005,210000,30005,62.50911439
2019-04-12 00:00:00,BMW 7 Series,105043,1,Africa,Morocco,Wholesale,Gasoline,60000,Bank Transfer,105043,60000,45043,42.88053464
2019-04-13 00:00:00,BMW iX,95039,1,Europe,Germany,Dealership,Gasoline,60000,Cash,95039,60000,35039,36.8680226
2019-04-13 00:00:00,BMW 1 Series,38360,1,Africa,Kenya,Dealership,Gasoline,48219,Cash,38360,48219,-9859,-25.7012513
2019-04-14 00:00:00,BMW iX,57014,2,Asia,India,Wholesale,Gasoline,49021.98364,Bank Transfer,114028,98043.96728,15984.03272,28.03527681
2019-04-15 00:00:00,BMW 5 Series,115658,1,Africa,Kenya,Wholesale,Gasoline,58000,Bank Transfer,115658,58000,57658,49.85215031
2019-04-15 00:00:00,BMW 6 Series,34909,3,North America,Mexico,Wholesale,Hybrid,49021.98364,Bank Transfer,104727,147065.9509,-42338.95092,-121.283769
2019-04-15 00:00:00,BMW 3 Series,107090,3,Africa,Kenya,Wholesale,Gasoline,49021.98364,Bank Transfer,321270,147065.9509,174204.0491,162.6706967
2019-04-16 00:00:00,BMW Z4,62007,1,Europe,Germany,Dealership,Gasoline,49021.98364,Cash,62007,49021.98364,12985.01636,20.94121044
2019-04-16 00:00:00,BMW X7,112141,4,South America,Brazil,Wholesale,Gasoline,60000,Bank Transfer,448564,240000,208564,185.9837169
2019-04-17 00:00:00,BMW X1,117691,3,Africa,Morocco,Dealership,Gasoline,49021.98364,Cash,353073,147065.9509,206007.0491,175.040614
2019-04-17 00:00:00,BMW 7 Series,112990,5,Europe,Germany,Wholesale,Gasoline,58000,Bank Transfer,564950,290000,274950,243.3401186
2019-04-17 00:00:00,BMW 4 Series,78556,5,South America,Chile,Wholesale,Gasoline,37000,Bank Transfer,392780,185000,207780,264.4992108
2019-04-17 00:00:00,BMW X5,93177,4,Africa,Egypt,Wholesale,Diesel,49021.98364,Bank Transfer,372708,196087.9346,176620.0654,189.5532862
2019-04-17 00:00:00,BMW X7,98495,5,Africa,Morocco,Dealership,Gasoline,49021.98364,Cash,492475,245109.9182,247365.0818,251.1448112
2019-04-18 00:00:00,BMW 5 Series,44559,4,Asia,Japan,Dealership,Gasoline,49021.98364,Cash,178236,196087.9346,-17851.93456,-40.06358886
2019-04-19 00:00:00,BMW 8 Series,110919,5,Africa,Kenya,Wholesale,Gasoline,49021.98364,Bank Transfer,554595,245109.9182,309485.0818,279.0189975
2019-04-19 00:00:00,BMW X3,66963,1,South America,Chile,Dealership,Hybrid,50000,Cash,66963,50000,16963,25.33189971
2019-04-19 00:00:00,BMW i8,101521,5,North America,Mexico,Dealership,Gasoline,45000,Cash,507605,225000,282605,278.3709774
2019-04-20 00:00:00,BMW 6 Series,98201,1,South America,Brazil,Wholesale,Hybrid,49021.98364,Bank Transfer,98201,49021.98364,49179.01636,50.07995475
2019-04-20 00:00:00,BMW X4,42869,5,North America,Canada,Wholesale,Gasoline,50000,Bank Transfer,214345,250000,-35655,-83.17198908
2019-04-20 00:00:00,BMW iX,74974,5,North America,Mexico,Dealership,Gasoline,45000,Cash,374870,225000,149870,199.8959639
2019-04-20 00:00:00,BMW M4,110535,5,South America,Argentina,Dealership,Gasoline,49021.98364,Cash,552675,245109.9182,307565.0818,278.2513066
2019-04-20 00:00:00,BMW M2,106489,1,Africa,Morocco,Dealership,Gasoline,49021.98364,Cash,106489,49021.98364,57467.01636,53.96521365
2019-04-21 00:00:00,BMW i4,79117,5,Asia,India,Dealership,Gasoline,58000,Cash,395585,290000,105585,133.4542513
2019-04-21 00:00:00,BMW X1,57609,5,Europe,United Kingdom,Dealership,Gasoline,42000,Cash,288045,210000,78045,135.4736239
2019-04-22 00:00:00,BMW X5,93956,2,Africa,Egypt,Wholesale,Diesel,49021.98364,Bank Transfer,187912,98043.96728,89868.03272,95.64906203
2019-04-22 00:00:00,BMW 6 Series,32976,1,South America,Brazil,Dealership,Hybrid,35455,Cash,32976,35455,-2479,-7.517588549
2019-04-22 00:00:00,BMW X1,53138,3,Asia,India,Wholesale,Gasoline,37000,Bank Transfer,159414,111000,48414,91.10994016
2019-04-22 00:00:00,BMW M8,47843,4,Africa,Nigeria,Wholesale,Gasoline,49021.98364,Bank Transfer,191372,196087.9346,-4715.93456,-9.857104613
2019-04-22 00:00:00,BMW X5,62559,2,South America,Argentina,Dealership,Diesel,37000,Cash,125118,74000,51118,81.71166419
2019-04-22 00:00:00,BMW M8,108255,5,Asia,India,Dealership,Gasoline,58000,Cash,541275,290000,251275,232.1139901
2019-04-23 00:00:00,BMW 1 Series,64162,3,Europe,United Kingdom,Wholesale,Gasoline,49021.98364,Bank Transfer,192486,147065.9509,45420.04908,70.78964041
2019-04-23 00:00:00,BMW M5,59048,3,South America,Argentina,Wholesale,Gasoline,49021.98364,Bank Transfer,177144,147065.9509,30078.04908,50.93830287
2019-04-23 00:00:00,BMW X3,106347,5,Asia,Thailand,Dealership,Hybrid,42000,Cash,531735,210000,321735,302.5332167
2019-04-23 00:00:00,BMW M4,104397,5,South America,Brazil,Wholesale,Gasoline,70000,Bank Transfer,521985,350000,171985,164.741324
2019-04-23 00:00:00,BMW M4,81759,2,Asia,Thailand,Wholesale,Gasoline,42000,Bank Transfer,163518,84000,79518,97.25901736
2019-04-23 00:00:00,BMW M5,48220,1,North America,United States,Wholesale,Gasoline,45000,Bank Transfer,48220,45000,3220,6.677727084
2019-04-23 00:00:00,BMW 8 Series,31887,2,South America,Brazil,Wholesale,Gasoline,40000,Bank Transfer,63774,80000,-16226,-50.88594098
2019-04-24 00:00:00,BMW iX3,93153,1,Africa,Morocco,Wholesale,Gasoline,49021.98364,Bank Transfer,93153,49021.98364,44131.01636,47.37476663
2019-04-24 00:00:00,BMW X5,44852,3,Europe,France,Dealership,Diesel,49021.98364,Cash,134556,147065.9509,-12509.95092,-27.89162338
2019-04-24 00:00:00,BMW iX3,86938,4,Europe,United Kingdom,Wholesale,Gasoline,49021.98364,Bank Transfer,347752,196087.9346,151664.0654,174.4508333
2019-04-25 00:00:00,BMW M8,104398,5,Asia,South Korea,Wholesale,Gasoline,70000,Bank Transfer,521990,350000,171990,164.7445353
2019-04-25 00:00:00,BMW M8,49351,2,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,98702,98043.96728,658.03272,1.333372617
2019-04-26 00:00:00,BMW 5 Series,116506,3,Africa,Morocco,Dealership,Gasoline,49021.98364,Cash,349518,147065.9509,202452.0491,173.7696334
2019-04-26 00:00:00,BMW M4,82513,2,South America,Chile,Wholesale,Gasoline,49021.98364,Bank Transfer,165026,98043.96728,66982.03272,81.17755108
2019-04-27 00:00:00,BMW X4,74619,1,South America,Argentina,Wholesale,Gasoline,38711,Bank Transfer,74619,38711,35908,48.12179204
2019-04-27 00:00:00,BMW X5,30207,5,North America,Canada,Wholesale,Diesel,49021.98364,Bank Transfer,151035,245109.9182,-94074.9182,-311.4341649
2019-04-27 00:00:00,BMW X1,51400,1,Europe,Spain,Wholesale,Gasoline,53320,Bank Transfer,51400,53320,-1920,-3.73540856
2019-04-27 00:00:00,BMW Z4,88822,1,North America,Canada,Wholesale,Gasoline,55000,Bank Transfer,88822,55000,33822,38.078404
2019-04-27 00:00:00,BMW 1 Series,70682,1,Asia,Thailand,Dealership,Gasoline,45000,Cash,70682,45000,25682,36.33456891
